lane,strategy,contract,arm,track,caseId,obligation,partitionContext,semanticInputKey,inputAccepted,businessObserved,effect,authority,verdict,failure,auditPath,limit
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-005,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",92cc572b97b052ed9585e9eee659436746b286903508482e5b9a838798667f52,accepted_to_invocation,True,interest_stable_fields_order,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""ASCII signed DISPLAY qualified; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison"", ""Unassigned description tail 56:132 excluded: source STRING assigns prefix only""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-006,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",92cc572b97b052ed9585e9eee659436746b286903508482e5b9a838798667f52,accepted_to_invocation,True,interest_stable_fields_order,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""ASCII signed DISPLAY qualified; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison"", ""Unassigned description tail 56:132 excluded: source STRING assigns prefix only""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-007,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",92cc572b97b052ed9585e9eee659436746b286903508482e5b9a838798667f52,accepted_to_invocation,True,accounts_legacy_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""ASCII signed DISPLAY qualified; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison"", ""Unassigned description tail 56:132 excluded: source STRING assigns prefix only""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-008,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",92cc572b97b052ed9585e9eee659436746b286903508482e5b9a838798667f52,accepted_to_invocation,True,accounts_legacy_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""ASCII signed DISPLAY qualified; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison"", ""Unassigned description tail 56:132 excluded: source STRING assigns prefix only""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-007,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",92cc572b97b052ed9585e9eee659436746b286903508482e5b9a838798667f52,accepted_to_invocation,True,accounts_financial_all_groups,explicit_financial_expectation_not_legacy_equivalence,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""ASCII signed DISPLAY qualified; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison"", ""Unassigned description tail 56:132 excluded: source STRING assigns prefix only""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-008,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",92cc572b97b052ed9585e9eee659436746b286903508482e5b9a838798667f52,accepted_to_invocation,True,accounts_financial_all_groups,explicit_financial_expectation_not_legacy_equivalence,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""ASCII signed DISPLAY qualified; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison"", ""Unassigned description tail 56:132 excluded: source STRING assigns prefix only""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-003,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-009,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-004,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-005,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-006,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-008,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,account_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-007,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,category_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-004,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,xref_unchanged,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-006,"[""expiry_before"", ""limit_below"", ""tcat_create""]",fe79a0ed8905a2c42e090a614d57c045b54f104ddfd3b0d69f854f0ad5fba529,accepted_to_invocation,True,return_code,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-003,"[""expiry_before"", ""limit_below"", ""tcat_update""]",35000f2bf331d3b267007162fd2d46cffff0d82d7d5d0156d76ec9fbc522d5eb,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-009,"[""expiry_before"", ""limit_below"", ""tcat_update""]",35000f2bf331d3b267007162fd2d46cffff0d82d7d5d0156d76ec9fbc522d5eb,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-004,"[""expiry_before"", ""limit_below"", ""tcat_update""]",35000f2bf331d3b267007162fd2d46cffff0d82d7d5d0156d76ec9fbc522d5eb,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-005,"[""expiry_before"", ""limit_below"", ""tcat_update""]",35000f2bf331d3b267007162fd2d46cffff0d82d7d5d0156d76ec9fbc522d5eb,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
